ProductID,StockoutRate,DemandVariability,ReorderPoint,InventoryTurnoverRatio,FillRate,EOQ,DaysOfSupply,DeadStockPercentage,RevenueLostStockouts,SafetyStock
PROD-105,0.0,34.83107835351071,1239.5616710112195,308.90300151112604,1.0,1246.2179862601522,1.1816006908785361,39.178082191780824,0.0,129.24694322744364
PROD-1050,0.0,3.078290001956168,103.4567969845443,27.53509417230155,1.0,361.3740712443774,13.25581084691424,100.0,0.0,11.150130837342386
PROD-1051,0.0,12.767577458989953,469.124884672253,121.46118583750528,1.0,797.8689352838769,3.0050752220409644,83.28767123287672,0.0,46.925103422787366
PROD-1052,0.0,22.33583966530288,763.9093140109961,191.5129958828735,1.0,1011.9913279557654,1.9058758822990194,70.41095890410959,0.0,81.47741097978033
PROD-1053,0.0,30.635079545360504,1094.0092603388703,278.94204458573097,1.0,1172.069357712603,1.308515539642213,42.465753424657535,0.0,113.43035148994541
PROD-1054,0.0,5.821316985582864,210.9224577452161,50.57755440974837,1.0,505.9154265245664,7.216639955403805,99.17808219178083,0.0,21.78165608863632
PROD-1055,0.0,10.931674407151498,375.0654042735157,96.78098468638143,1.0,707.8633032377742,3.7714020081814805,89.04109589041096,0.0,39.798610887414405
PROD-1056,0.0,10.519624607450591,369.54712315625,101.10409762768923,1.0,689.1476740472209,3.6101405241169773,87.3972602739726,0.0,38.438308654416296
PROD-1057,0.0,12.853101293292504,474.3525811949584,115.2846457611952,1.0,778.9403456672812,3.1660764327287283,84.10958904109589,0.0,47.96424372385554
PROD-1058,0.0,11.022421826867241,373.22989845619503,95.21062625949465,1.0,702.0371782636636,3.833605704947259,92.32876712328768,0.0,39.99326807750964
PROD-1059,0.0,31.899289955794885,1197.015637879836,290.77028444858945,1.0,1220.8338386064006,1.255286456427892,43.83561643835616,0.0,119.03938848253996
PROD-106,0.0,31.647751731731923,1098.8858516546443,282.99804813284584,1.0,1206.3942310312905,1.2897615457356815,47.671232876712324,0.0,115.63968246747754
PROD-1060,0.0,12.63533213828465,462.4933247227207,112.95598835732842,1.0,768.115994265399,3.2313470521398813,81.0958904109589,0.0,47.12632701382587
PROD-1061,0.0,28.859385173626443,984.7837897139019,243.01672732161205,1.0,1127.1508678143314,1.5019542235747145,56.43835616438356,0.0,106.00927636734733
PROD-1062,0.0,16.970260267718853,593.7051558359937,158.91622023809524,1.0,901.9015843997765,2.2968077107116,73.6986301369863,0.0,60.87241959453226
PROD-1063,0.0,28.50146186278031,1055.7497232876965,259.16681243076204,1.0,1137.9722984075158,1.408359336508458,49.86301369863014,0.0,105.78841142826303
PROD-1064,0.0,19.416905328979922,679.3501206130983,177.88982264230037,1.0,962.507419481083,2.051831828141959,66.02739726027397,0.0,70.6308337538331
PROD-1065,0.0,29.138586154288628,1030.3974645194796,265.23165069643386,1.0,1146.9052023080772,1.3761555193039696,49.86301369863014,0.0,106.38202761216155
PROD-1066,0.0,9.52320584920037,332.94234302037586,84.56634329993426,1.0,641.2548005113816,4.316137907316654,92.32876712328768,0.0,35.135983810183816
PROD-1067,0.0,29.425449829982618,1055.4285932099767,262.76954405483264,1.0,1164.4051654759687,1.3890498661588984,51.78082191780822,0.0,109.57218385422992
PROD-1068,0.0,7.206686058794471,254.34164852898735,64.01049194909686,1.0,565.8229321837078,5.702190201729107,94.79452054794521,0.0,26.91497115874977
PROD-1069,0.0,28.877304591281092,1074.2250580316017,276.2405860879132,1.0,1168.0934427255456,1.321311995348284,48.21917808219178,0.0,106.25086647316999
PROD-107,0.0,35.62985443657411,1266.1725729853172,320.13056865957407,1.0,1292.6926376986423,1.1401597839540902,33.6986301369863,0.0,131.2044301965425
PROD-1070,0.0,19.104485437761408,635.4658105360754,164.73131283695176,1.0,928.2574546907068,2.2157293213663074,72.6027397260274,0.0,68.82519982351192
PROD-1071,0.0,2.1010058306741732,74.26124040298254,18.164688455841333,1.0,299.7275997104156,20.093931194433708,100.0,0.0,7.76441860890314
PROD-1072,0.0,17.393706350953877,548.6135094232219,147.30733473601802,1.0,863.5370119001997,2.4778128031037823,76.43835616438356,0.0,61.71857169388491
PROD-1073,0.0,29.84346057503692,1125.3127007143098,293.9127053416423,1.0,1215.03925004999,1.2418653340478296,41.0958904109589,0.0,109.16864321781752
PROD-1074,0.0,27.956263824749332,999.1600290642023,251.11532572383072,1.0,1137.1340552851045,1.4535154274152755,51.23287671232877,0.0,103.65238747951788
PROD-1075,0.0,20.623609117909538,707.2317469476469,177.40367368142478,1.0,941.5453559854944,2.0574545747877466,68.76712328767123,0.0,75.92409859542238
PROD-1076,0.0,8.305176678239999,277.3972283313026,72.11080550098232,1.0,599.0362590754052,5.061654733492442,92.87671232876711,0.0,30.048648821563724
PROD-1077,0.0,23.13023231935583,791.664378315776,206.09064112011794,1.0,990.2236009835165,1.7710653817960775,61.917808219178085,0.0,84.82334018746428
PROD-1078,0.0,22.390831049081065,824.4309078609175,204.96954800754142,1.0,1027.3584759605312,1.7807523290560732,62.73972602739726,0.0,83.22009670725858
PROD-1079,0.0,4.56830014887246,153.2225459260672,39.33384403092595,1.0,445.82225617731683,9.279540532906507,100.0,0.0,16.905517936438827
PROD-108,0.0,2.4094718755887867,78.5093851449651,21.28078064299043,1.0,324.4780130864109,17.15162644281217,100.0,0.0,8.692747985506402
PROD-1080,0.0,7.922008056759495,284.1138096081267,72.1196113288352,1.0,601.770333343967,5.061036703813516,93.97260273972603,0.0,29.459655006555607
PROD-1081,0.0,17.60160200651763,615.788944574798,156.65828014253827,1.0,920.3744884377487,2.3299119565713244,73.42465753424658,0.0,64.33354775116896
PROD-1082,0.0,4.228757202244909,150.09442122277062,40.38991511701063,1.0,441.44623072533045,9.036909311212602,100.0,0.0,15.43012245491076
PROD-1083,0.0,24.562068275141904,822.714823185841,218.74668299652993,1.0,1037.2465205985698,1.6685967302452316,60.54794520547945,0.0,89.57320580852713
PROD-1084,0.0,32.080530302770875,1195.617856816513,304.51003978902565,1.0,1223.8133028126997,1.1986468500443654,40.821917808219176,0.0,120.25952937238964
PROD-1085,0.0,7.50141037469047,262.82940210735376,63.79158269809281,1.0,566.7185458766874,5.721758021390375,96.98630136986301,0.0,27.99320314016946
PROD-1086,0.0,6.714762282868226,236.5268328594684,58.79485246066455,1.0,543.7962293499819,6.208026463612533,96.16438356164385,0.0,25.164790216800935
PROD-1087,0.0,9.169241857244248,308.60395098252616,82.52640925465525,1.0,632.7288239206185,4.422826623580629,89.58904109589041,0.0,33.25041701249455
PROD-1088,0.0,15.557551471799213,579.423247830705,142.75097417932773,1.0,852.7701602494927,2.5569002390237765,76.71232876712328,0.0,58.009845995814366
PROD-1089,0.0,26.194884146371383,970.3250603160103,257.09583980737375,1.0,1103.1074238116273,1.4197040305026805,52.054794520547944,0.0,96.30150862169012
PROD-109,0.0,30.060378800447175,1058.2960476527255,260.70681952690967,1.0,1170.6990982460788,1.4000400935516204,50.95890410958904,0.0,110.2681853441043
PROD-1090,0.0,17.86807493159944,616.2102565144943,159.62298671153593,1.0,899.6867040118216,2.286638080890022,72.6027397260274,0.0,65.83411034139982
PROD-1091,0.0,5.589170137061011,204.9486641941447,52.6030280948911,1.0,515.4966192352676,6.93876404494382,98.63013698630137,0.0,20.700255530449837
PROD-1092,0.0,29.441391682151266,1039.6477546277495,256.44465458889107,1.0,1130.6313052321152,1.4233090589668755,50.41095890410959,0.0,110.21970317005773
PROD-1093,0.0,28.812631351982763,983.4041975440183,253.4856986312489,1.0,1109.5498247127268,1.4399234432983665,50.136986301369866,0.0,106.4500768888659
PROD-1094,0.0,4.713378999470965,173.52306155606516,43.923349510022966,1.0,452.453901135612,8.30993091537133,100.0,0.0,17.813705312313516
PROD-1095,0.0,9.500701543615827,329.05732741394127,87.46855361571174,1.0,656.1048011297192,4.172928268639349,89.58904109589041,0.0,34.256412602654954
PROD-1096,0.0,35.16924029451406,1262.2407060037904,323.0676855895196,1.0,1277.6751933632797,1.129794208089751,34.24657534246575,0.0,129.40135194001033
PROD-1097,0.0,34.300033859250746,1221.426856943877,295.7573159072316,1.0,1240.4003923246287,1.2341199367473543,43.013698630136986,0.0,128.98856975046078
PROD-1098,0.0,25.949556202529426,969.2016546265564,242.13023046543017,1.0,1107.363035095691,1.507453238277541,53.15068493150685,0.0,96.8625465782078
PROD-1099,0.0,29.035866777769066,988.7387429326509,262.55006817148916,1.0,1122.0333116436038,1.390211027336675,49.31506849315068,0.0,105.44195205025079
PROD-11,0.0,3.2772968120234496,112.98791369242062,29.05707697908661,1.0,371.2441110029661,12.561483739837398,100.0,0.0,12.104870293860444
PROD-110,0.0,16.475257542581392,602.8674368862121,148.41130920405826,1.0,856.205112431494,2.4593813096692174,76.71232876712328,0.0,62.34768586652716
PROD-1100,0.0,32.31898838743059,1114.0966473400126,282.595208171245,1.0,1192.3379093046458,1.2916001030662199,43.28767123287671,0.0,119.37190462071284
PROD-1101,0.0,6.003997865239342,214.0000444615858,56.43691206543967,1.0,526.7318094487988,6.467398492262928,98.08219178082192,0.0,22.03621059275567
PROD-1102,0.0,14.748272644220357,500.3889505313521,131.18133458960241,1.0,810.1593357142524,2.782408039542314,84.38356164383562,0.0,53.13164885267068
PROD-1103,0.0,3.666099153687273,127.95265220210155,32.79661791590493,1.0,408.7152089913561,11.129196337741607,100.0,0.0,13.59634503319318
PROD-1104,0.0,19.102682121840388,680.7721691763804,159.19200084687859,1.0,880.4267832707452,2.292828773168579,74.52054794520548,0.0,72.23420831479544
PROD-1105,0.0,7.458886256934625,263.0718797700895,67.51797410129494,1.0,580.4061847620388,5.405967890156224,95.06849315068493,0.0,27.436590280219875
PROD-1106,0.0,4.350446951729596,167.54680009544956,39.16545118630883,1.0,451.1818273943175,9.319438151336657,100.0,0.0,16.566071048443565
PROD-1107,0.0,15.574033979579923,566.5733609712465,146.96349637869133,1.0,844.0577135237129,2.4836099371198848,76.43835616438356,0.0,58.08687972849426
PROD-1108,0.0,19.998665844406336,723.8869835667596,189.3557310668324,1.0,976.7840698352915,1.9275888717156104,64.38356164383562,0.0,72.99267220735248
PROD-1109,0.0,35.658003673118465,1184.2551045901805,314.91830314101594,1.0,1242.735624406833,1.1590307592777744,37.26027397260274,0.0,129.6362310378924
PROD-111,0.0,8.947540590200026,341.6489333285352,75.25329877474081,1.0,633.1374982530066,4.850285714285714,95.61643835616438,0.0,34.54996297245916
PROD-1110,0.0,16.972374415538315,615.7976496323147,160.01595909668512,1.0,880.3666470584769,2.2810224808855417,75.06849315068493,0.0,62.102965999031646
PROD-1111,0.0,26.354600273810888,885.6730901273612,237.94549634567505,1.0,1089.4792771045572,1.533964733964734,52.32876712328767,0.0,94.83503437683017
PROD-1112,0.0,4.82835439584858,160.39575358664212,39.04784258309298,1.0,446.766545601576,9.347507464036912,100.0,0.0,17.916472184655195
PROD-1113,0.0,19.70852944213085,688.2626778186664,175.6587996012767,1.0,941.6814290393327,2.077891917902797,67.94520547945206,0.0,72.93367053979827
PROD-1114,0.0,11.567288041796084,394.25714335937266,104.49275955585121,1.0,699.9091226564889,3.4930649889182814,85.75342465753425,0.0,42.32542120347062
PROD-1115,0.0,34.201211032184816,1319.905487030544,328.94045882508954,1.0,1266.7571648101512,1.1096233078281341,34.24657534246575,0.0,129.1922557557174
PROD-1116,0.0,14.83734227807874,512.6975146368592,135.64232373693156,1.0,805.1289129224635,2.690900523850439,80.0,0.0,54.532179119688735
PROD-1117,0.0,25.278212009723912,892.9345144867194,234.98820405453708,1.0,1063.2548665472711,1.5532694565182907,55.342465753424655,0.0,92.80319756623587
PROD-1118,0.0,21.11648909493532,707.7188394783948,177.47417940353697,1.0,938.4944128449689,2.0566372033763343,71.5068493150685,0.0,77.22348008047902
PROD-1119,0.0,29.67855106294518,1047.5488943369585,253.62032815420676,1.0,1114.4723975403826,1.4391590873507265,54.24657534246575,0.0,111.78549717442596
PROD-112,0.0,29.93607344243203,1096.8438587093415,280.1586845948532,1.0,1162.0470871938132,1.3028330730772764,44.657534246575345,0.0,110.87233965694026
PROD-1120,0.0,9.010247231394736,299.3414545400927,75.1359121542199,1.0,627.6428383682606,4.857863430882703,91.78082191780823,0.0,33.12480393458499
PROD-1121,0.0,11.36560858721962,394.26782365208106,98.79398948746507,1.0,696.8334823193801,3.694556742708634,86.84931506849315,0.0,41.80698503117375
PROD-1122,0.0,11.127269307153954,396.2386615137427,108.08280660753175,1.0,713.4992345287151,3.3770403587443942,82.73972602739727,0.0,40.930283476868006
PROD-1123,0.0,33.344320583705404,1285.7772014610337,315.1757679685421,1.0,1293.7269062745065,1.15808395535164,40.0,0.0,124.8310934761734
PROD-1124,0.0,23.121345397187966,833.9091601486999,210.19206306279233,1.0,1037.861513144658,1.736507053032543,61.09589041095891,0.0,85.93520248257506
PROD-1125,0.0,25.53727414813012,891.6065079570423,227.16984668810798,1.0,1061.1584997254847,1.6067273246045082,58.9041095890411,0.0,93.62448548919033
PROD-1126,0.0,25.821160892607796,955.5073465181199,232.38055973225977,1.0,1088.220742242226,1.5706993752856926,54.794520547945204,0.0,96.20252308612154
PROD-1127,0.0,23.57552553358792,810.8279007980364,216.5953607222399,1.0,1043.7347376807013,1.6851699814017391,57.534246575342465,0.0,84.71248631935063
PROD-1128,0.0,20.051224105722056,739.8213660891518,175.51240656582155,1.0,969.0840099631325,2.0796250654970985,71.23287671232876,0.0,74.18164116516506
PROD-1129,0.0,23.010204622831676,802.6778890322022,206.94331785976055,1.0,1028.0448830260418,1.763767991036801,64.38356164383562,0.0,83.46555453357226
PROD-113,0.0,4.539849814586762,161.5147925488646,37.79857302334611,1.0,433.1903226665746,9.65644919385077,100.0,0.0,17.233859934827265
PROD-1130,0.0,26.993774406171024,956.4579350189019,244.56107543574905,1.0,1099.8431287746116,1.49246972090574,51.23287671232877,0.0,99.89355395317918
PROD-1131,0.0,25.76851495699677,899.3324947098429,228.57660722432706,1.0,1064.8174701127518,1.5968388210512978,58.082191780821915,0.0,94.83853242819204
PROD-1132,0.0,25.59469199496304,895.3159937064622,231.02334562944546,1.0,1076.265847254449,1.579926907410687,53.42465753424658,0.0,94.76766348743574
PROD-1133,0.0,32.02474440338379,1131.5282031128631,288.7829931351971,1.0,1213.0119371806213,1.263924845564299,42.73972602739726,0.0,118.96221679237327
PROD-1134,0.0,24.276073477590774,884.387050730554,222.826897576247,1.0,1047.7185667152796,1.638042821446653,57.534246575342465,0.0,90.05630844535787
PROD-1135,0.0,14.404970018099283,512.0525666803671,134.05339660936008,1.0,827.5482812962389,2.7227956115400245,77.8082191780822,0.0,52.340335708986636
PROD-1136,0.0,10.686494238750976,367.28204385390427,93.19087955555992,1.0,700.2735760911418,3.9166922958634474,87.12328767123287,0.0,39.14608633797147
PROD-1137,0.0,8.19084698972899,260.5958820439855,67.19516514655096,1.0,587.2838885957489,5.431938431938431,94.79452054794521,0.0,29.74455359476969
PROD-1138,0.0,28.930469159045053,968.5133092930805,247.58876326742444,1.0,1113.6736188681584,1.4742187617204496,49.04109589041096,0.0,107.43887301393015
PROD-1139,0.0,18.688570100895287,616.708246406738,170.92994353749845,1.0,899.890269476199,2.1353777603040434,71.23287671232876,0.0,66.8024310416128
PROD-114,0.0,27.63324349980353,952.0988950864477,244.90734517997274,1.0,1106.702628254383,1.4903595469207995,54.52054794520548,0.0,100.88617400460343
PROD-1140,0.0,20.037111812002028,724.5352323642782,181.67835751899344,1.0,965.3308514794624,2.0090450232182513,69.04109589041096,0.0,74.79302000523698
PROD-1141,0.0,19.40251321847598,741.9634658307165,184.00373992243854,1.0,980.1891268691185,1.9836553330592908,70.13698630136986,0.0,72.24955804899018
PROD-1142,0.0,20.124816751587105,706.4586156321658,180.05206941268474,1.0,968.5651094433571,2.027191362979612,67.67123287671232,0.0,73.90412162103264
PROD-1143,0.0,9.478718725958414,308.8827731536778,80.57485269150105,1.0,638.1745809532325,4.52994933043793,92.32876712328768,0.0,34.49916857737105
PROD-1144,0.0,3.4204844663651794,122.69712940174331,29.401374504844174,1.0,386.85553208733677,12.414385590709799,100.0,0.0,12.726650580664993
PROD-1145,0.0,11.330110922580978,411.521238817724,108.01866883116884,1.0,723.9581211151747,3.37904552934723,87.67123287671232,0.0,41.53833332050327
PROD-1146,0.0,31.510734021487572,1052.4802725465865,261.0389495600252,1.0,1149.8154030475234,1.398258767954739,46.849315068493155,0.0,116.70431033610012
PROD-1147,0.0,2.7999698929587145,101.4580520434163,25.89575320593286,1.0,356.12407421755677,14.094975230007076,100.0,0.0,10.355964170878154
PROD-1148,0.0,20.05159985215744,750.6951667138712,184.22729044444665,1.0,948.1132770356495,1.9812482673953509,68.4931506849315,0.0,75.50532820826658
PROD-1149,0.0,8.930066832470798,296.7953929865557,78.79727853936797,1.0,611.0084845539744,4.632139672408129,93.15068493150685,0.0,32.46564832093316
PROD-115,0.0,19.295375895141778,659.2656384345686,174.6963344329007,1.0,929.900064840655,2.089339774557166,71.5068493150685,0.0,70.76012947042425
PROD-1150,0.0,25.61527092323779,898.5473575013888,231.50768370495373,1.0,1079.1481500750115,1.5766215365239296,56.16438356164384,0.0,93.96253655196831
PROD-1151,0.0,29.4637449852079,1088.47846979532,257.2465185531194,1.0,1156.1860738753146,1.4188724576446707,51.23287671232877,0.0,111.52934236227894
PROD-1152,0.0,11.57275905174941,403.3469937099191,102.43760269149519,1.0,710.8648967034031,3.5631446891552834,90.41095890410958,0.0,42.31003900750989
PROD-1153,0.0,1.9946413233288323,65.18659512441903,17.30981048270642,1.0,295.99345669491163,21.086308273834522,100.0,0.0,7.18583016023
PROD-1154,0.0,2.437547499894218,80.85572076194491,20.918609563275734,1.0,324.17043398404456,17.44857844857845,100.0,0.0,8.943946702219485
PROD-1155,0.0,8.439267764648315,301.63661603991676,79.68701112003721,1.0,607.0261947432674,4.580420257577225,94.52054794520548,0.0,31.46771676970532
PROD-1156,0.0,3.720522155846964,121.99376878453045,30.902662349516245,1.0,402.29030928534917,11.811280072628232,100.0,0.0,13.480243620351395
PROD-1157,0.0,35.581757237956936,1225.692876052094,315.26802694136296,1.0,1271.735463466023,1.1577450575661665,38.63013698630137,0.0,130.05070092432402
PROD-1158,0.0,19.248150537437304,675.3458231039605,168.00501888243588,1.0,936.7619402357836,2.172554144084317,68.4931506849315,0.0,71.40435554383403
PROD-1159,0.0,17.468964329270275,603.4562218739017,152.44539754888058,1.0,914.8527811063401,2.394299899299782,76.71232876712328,0.0,64.02676014827861
PROD-116,0.0,5.890513426426896,205.45003923327891,52.783627150529476,1.0,507.66625737414006,6.91502308015107,99.17808219178083,0.0,21.774760999713962
PROD-1160,0.0,6.98181871460444,229.7105212788873,58.25403560107291,1.0,547.4193510898754,6.265660331235104,98.08219178082192,0.0,25.475645106118556
PROD-1161,0.0,10.425800712066748,356.5846646635214,89.4139544671129,1.0,660.7005544051467,4.0821368675093055,90.13698630136986,0.0,38.81233631882168
